year,country,meat_type,unit,quantity
2013,Serbia,Bovine meat,Thousand tonnes,35.49
2013,Serbia,Bovine meat,Thousand head (animals),146.84
2013,Serbia,Calve and young cattley,Thousand tonnes,3.18
2013,Serbia,Calve and young cattley,Thousand head (animals),19.88
2013,Serbia,Calve,Thousand tonnes,0.82
2013,Serbia,Calve,Thousand head (animals),10.55
2013,Serbia,Young cattle,Thousand tonnes,2.36
2013,Serbia,Young cattle,Thousand head (animals),9.33
2013,Serbia,Adult cattle,Thousand tonnes,32.31
2013,Serbia,Adult cattle,Thousand head (animals),126.96
2013,Turkey,Bovine meat,Thousand tonnes,0
2013,Turkey,Bovine meat,Thousand head (animals),0
2013,Turkey,Calve and young cattley,Thousand tonnes,0
2013,Turkey,Calve and young cattley,Thousand head (animals),0
2013,Turkey,Calve,Thousand tonnes,0
2013,Turkey,Calve,Thousand head (animals),0
2013,Turkey,Young cattle,Thousand tonnes,0
2013,Turkey,Young cattle,Thousand head (animals),0
2013,Turkey,Adult cattle,Thousand tonnes,0
2013,Turkey,Adult cattle,Thousand head (animals),0
2013,Bosnia and Herzegovina,Bovine meat,Thousand tonnes,0
2013,Bosnia and Herzegovina,Bovine meat,Thousand head (animals),0
2013,Bosnia and Herzegovina,Calve and young cattley,Thousand tonnes,0
2013,Bosnia and Herzegovina,Calve and young cattley,Thousand head (animals),0
2013,Bosnia and Herzegovina,Calve,Thousand tonnes,0
2013,Bosnia and Herzegovina,Calve,Thousand head (animals),0
2013,Bosnia and Herzegovina,Young cattle,Thousand tonnes,0
2013,Bosnia and Herzegovina,Young cattle,Thousand head (animals),0
2013,Bosnia and Herzegovina,Adult cattle,Thousand tonnes,0
2013,Bosnia and Herzegovina,Adult cattle,Thousand head (animals),0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand tonnes,0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand head (animals),0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand tonnes,0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand head (animals),0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand tonnes,0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand head (animals),0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand tonnes,0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand head (animals),0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand tonnes,0
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand head (animals),0
2014,European Union (28 countries),Bovine meat,Thousand tonnes,0
2014,European Union (28 countries),Bovine meat,Thousand head (animals),25267.36
2014,European Union (28 countries),Calve and young cattley,Thousand tonnes,0
2014,European Union (28 countries),Calve and young cattley,Thousand head (animals),6082.18
2014,European Union (28 countries),Calve,Thousand tonnes,602.73
2014,European Union (28 countries),Calve,Thousand head (animals),4389.64
2014,European Union (28 countries),Young cattle,Thousand tonnes,0
2014,European Union (28 countries),Young cattle,Thousand head (animals),1692.54
2014,European Union (28 countries),Adult cattle,Thousand tonnes,6345.82
2014,European Union (28 countries),Adult cattle,Thousand head (animals),19185.18
2014,European Union (27 countries),Bovine meat,Thousand tonnes,0
2014,European Union (27 countries),Bovine meat,Thousand head (animals),25072.56
2014,European Union (27 countries),Calve and young cattley,Thousand tonnes,0
2014,European Union (27 countries),Calve and young cattley,Thousand head (animals),6019.28
2014,European Union (27 countries),Calve,Thousand tonnes,598.32
2014,European Union (27 countries),Calve,Thousand head (animals),4330.64
2014,European Union (27 countries),Young cattle,Thousand tonnes,0
2014,European Union (27 countries),Young cattle,Thousand head (animals),1688.64
2014,European Union (27 countries),Adult cattle,Thousand tonnes,6306.52
2014,European Union (27 countries),Adult cattle,Thousand head (animals),19053.28
2014,European Union (25 countries),Bovine meat,Thousand tonnes,0
2014,European Union (25 countries),Bovine meat,Thousand head (animals),24913.37
2014,European Union (25 countries),Calve and young cattley,Thousand tonnes,0
2014,European Union (25 countries),Calve and young cattley,Thousand head (animals),5977.46
2014,European Union (25 countries),Calve,Thousand tonnes,597.02
2014,European Union (25 countries),Calve,Thousand head (animals),4318.3
2014,European Union (25 countries),Young cattle,Thousand tonnes,0
2014,European Union (25 countries),Young cattle,Thousand head (animals),1659.16
2014,European Union (25 countries),Adult cattle,Thousand tonnes,6279.5
2014,European Union (25 countries),Adult cattle,Thousand head (animals),18935.91
2014,European Union (15 countries),Bovine meat,Thousand tonnes,0
2014,European Union (15 countries),Bovine meat,Thousand head (animals),22644.46
2014,European Union (15 countries),Calve and young cattley,Thousand tonnes,0
2014,European Union (15 countries),Calve and young cattley,Thousand head (animals),5841.44
2014,European Union (15 countries),Calve,Thousand tonnes,590.67
2014,European Union (15 countries),Calve,Thousand head (animals),4202.23
2014,European Union (15 countries),Young cattle,Thousand tonnes,0
2014,European Union (15 countries),Young cattle,Thousand head (animals),1639.21
2014,European Union (15 countries),Adult cattle,Thousand tonnes,5676.17
2014,European Union (15 countries),Adult cattle,Thousand head (animals),16803.02
2014,Belgium,Bovine meat,Thousand tonnes,257.67
2014,Belgium,Bovine meat,Thousand head (animals),835.33
2014,Belgium,Calve and young cattley,Thousand tonnes,55.51
2014,Belgium,Calve and young cattley,Thousand head (animals),342.94
2014,Belgium,Calve,Thousand tonnes,53
2014,Belgium,Calve,Thousand head (animals),330.52
2014,Belgium,Young cattle,Thousand tonnes,2.51
2014,Belgium,Young cattle,Thousand head (animals),12.42
2014,Belgium,Adult cattle,Thousand tonnes,202.16
2014,Belgium,Adult cattle,Thousand head (animals),492.39
2014,Bulgaria,Bovine meat,Thousand tonnes,4.8
2014,Bulgaria,Bovine meat,Thousand head (animals),22.84
2014,Bulgaria,Calve and young cattley,Thousand tonnes,0.52
2014,Bulgaria,Calve and young cattley,Thousand head (animals),3.52
2014,Bulgaria,Calve,Thousand tonnes,0.11
2014,Bulgaria,Calve,Thousand head (animals),0.96
2014,Bulgaria,Young cattle,Thousand tonnes,0.41
2014,Bulgaria,Young cattle,Thousand head (animals),2.56
2014,Bulgaria,Adult cattle,Thousand tonnes,4.28
2014,Bulgaria,Adult cattle,Thousand head (animals),19.32
2014,Czech Republic,Bovine meat,Thousand tonnes,65.53
2014,Czech Republic,Bovine meat,Thousand head (animals),222.99
2014,Czech Republic,Calve and young cattley,Thousand tonnes,0.75
2014,Czech Republic,Calve and young cattley,Thousand head (animals),9.83
2014,Czech Republic,Calve,Thousand tonnes,0.46
2014,Czech Republic,Calve,Thousand head (animals),7.85
2014,Czech Republic,Young cattle,Thousand tonnes,0.29
2014,Czech Republic,Young cattle,Thousand head (animals),1.98
2014,Czech Republic,Adult cattle,Thousand tonnes,64.78
2014,Czech Republic,Adult cattle,Thousand head (animals),213.15
2014,Denmark,Bovine meat,Thousand tonnes,125.6
2014,Denmark,Bovine meat,Thousand head (animals),485.5
2014,Denmark,Calve and young cattley,Thousand tonnes,26.2
2014,Denmark,Calve and young cattley,Thousand head (animals),127
2014,Denmark,Calve,Thousand tonnes,0
2014,Denmark,Calve,Thousand head (animals),1.3
2014,Denmark,Young cattle,Thousand tonnes,26.2
2014,Denmark,Young cattle,Thousand head (animals),125.7
2014,Denmark,Adult cattle,Thousand tonnes,99.4
2014,Denmark,Adult cattle,Thousand head (animals),358.5
2014,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand tonnes,1128
2014,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand head (animals),3553
2014,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand tonnes,55
2014,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand head (animals),363
2014,Germany (until 1990 former territory of the FRG),Calve,Thousand tonnes,47
2014,Germany (until 1990 former territory of the FRG),Calve,Thousand head (animals),319
2014,Germany (until 1990 former territory of the FRG),Young cattle,Thousand tonnes,8
2014,Germany (until 1990 former territory of the FRG),Young cattle,Thousand head (animals),44
2014,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand tonnes,1073
2014,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand head (animals),3190
2014,Estonia,Bovine meat,Thousand tonnes,0
2014,Estonia,Bovine meat,Thousand head (animals),37.12
2014,Estonia,Calve and young cattley,Thousand tonnes,0
2014,Estonia,Calve and young cattley,Thousand head (animals),2.88
2014,Estonia,Calve,Thousand tonnes,0.08
2014,Estonia,Calve,Thousand head (animals),1.73
2014,Estonia,Young cattle,Thousand tonnes,0
2014,Estonia,Young cattle,Thousand head (animals),1.16
2014,Estonia,Adult cattle,Thousand tonnes,8.64
2014,Estonia,Adult cattle,Thousand head (animals),34.23
2014,Ireland,Bovine meat,Thousand tonnes,581.81
2014,Ireland,Bovine meat,Thousand head (animals),1748.7
2014,Ireland,Calve and young cattley,Thousand tonnes,1.16
2014,Ireland,Calve and young cattley,Thousand head (animals),8.29
2014,Ireland,Calve,Thousand tonnes,0.22
2014,Ireland,Calve,Thousand head (animals),2.56
2014,Ireland,Young cattle,Thousand tonnes,0.93
2014,Ireland,Young cattle,Thousand head (animals),5.73
2014,Ireland,Adult cattle,Thousand tonnes,580.65
2014,Ireland,Adult cattle,Thousand head (animals),1740.41
2014,Greece,Bovine meat,Thousand tonnes,46.04
2014,Greece,Bovine meat,Thousand head (animals),188.51
2014,Greece,Calve and young cattley,Thousand tonnes,8.8
2014,Greece,Calve and young cattley,Thousand head (animals),51.21
2014,Greece,Calve,Thousand tonnes,1.19
2014,Greece,Calve,Thousand head (animals),11.03
2014,Greece,Young cattle,Thousand tonnes,7.6
2014,Greece,Young cattle,Thousand head (animals),40.17
2014,Greece,Adult cattle,Thousand tonnes,37.24
2014,Greece,Adult cattle,Thousand head (animals),137.3
2014,Spain,Bovine meat,Thousand tonnes,578.6
2014,Spain,Bovine meat,Thousand head (animals),2182.59
2014,Spain,Calve and young cattley,Thousand tonnes,237.63
2014,Spain,Calve and young cattley,Thousand head (animals),1023.64
2014,Spain,Calve,Thousand tonnes,15.8
2014,Spain,Calve,Thousand head (animals),93.54
2014,Spain,Young cattle,Thousand tonnes,221.83
2014,Spain,Young cattle,Thousand head (animals),930.1
2014,Spain,Adult cattle,Thousand tonnes,340.97
2014,Spain,Adult cattle,Thousand head (animals),1158.95
2014,France,Bovine meat,Thousand tonnes,1420.43
2014,France,Bovine meat,Thousand head (animals),4654.11
2014,France,Calve and young cattley,Thousand tonnes,209.24
2014,France,Calve and young cattley,Thousand head (animals),1415.38
2014,France,Calve,Thousand tonnes,179.74
2014,France,Calve,Thousand head (animals),1307.75
2014,France,Young cattle,Thousand tonnes,29.49
2014,France,Young cattle,Thousand head (animals),107.64
2014,France,Adult cattle,Thousand tonnes,1211.19
2014,France,Adult cattle,Thousand head (animals),3238.72
2014,Croatia,Bovine meat,Thousand tonnes,44.42
2014,Croatia,Bovine meat,Thousand head (animals),194.8
2014,Croatia,Calve and young cattley,Thousand tonnes,5.12
2014,Croatia,Calve and young cattley,Thousand head (animals),62.9
2014,Croatia,Calve,Thousand tonnes,4.41
2014,Croatia,Calve,Thousand head (animals),59
2014,Croatia,Young cattle,Thousand tonnes,0.71
2014,Croatia,Young cattle,Thousand head (animals),3.9
2014,Croatia,Adult cattle,Thousand tonnes,39.3
2014,Croatia,Adult cattle,Thousand head (animals),131.9
2014,Italy,Bovine meat,Thousand tonnes,709.43
2014,Italy,Bovine meat,Thousand head (animals),2589.78
2014,Italy,Calve and young cattley,Thousand tonnes,101.69
2014,Italy,Calve and young cattley,Thousand head (animals),709.51
2014,Italy,Calve,Thousand tonnes,88.85
2014,Italy,Calve,Thousand head (animals),634.02
2014,Italy,Young cattle,Thousand tonnes,12.84
2014,Italy,Young cattle,Thousand head (animals),75.49
2014,Italy,Adult cattle,Thousand tonnes,607.74
2014,Italy,Adult cattle,Thousand head (animals),1880.27
2014,Cyprus,Bovine meat,Thousand tonnes,4.6
2014,Cyprus,Bovine meat,Thousand head (animals),14.71
2014,Cyprus,Calve and young cattley,Thousand tonnes,0.69
2014,Cyprus,Calve and young cattley,Thousand head (animals),3.19
2014,Cyprus,Calve,Thousand tonnes,0.03
2014,Cyprus,Calve,Thousand head (animals),0.16
2014,Cyprus,Young cattle,Thousand tonnes,0.67
2014,Cyprus,Young cattle,Thousand head (animals),3.03
2014,Cyprus,Adult cattle,Thousand tonnes,3.91
2014,Cyprus,Adult cattle,Thousand head (animals),11.52
2014,Latvia,Bovine meat,Thousand tonnes,17
2014,Latvia,Bovine meat,Thousand head (animals),85.45
2014,Latvia,Calve and young cattley,Thousand tonnes,1.08
2014,Latvia,Calve and young cattley,Thousand head (animals),15.47
2014,Latvia,Calve,Thousand tonnes,0.53
2014,Latvia,Calve,Thousand head (animals),11.45
2014,Latvia,Young cattle,Thousand tonnes,0.54
2014,Latvia,Young cattle,Thousand head (animals),4.02
2014,Latvia,Adult cattle,Thousand tonnes,15.92
2014,Latvia,Adult cattle,Thousand head (animals),69.98
2014,Lithuania,Bovine meat,Thousand tonnes,39.26
2014,Lithuania,Bovine meat,Thousand head (animals),157.24
2014,Lithuania,Calve and young cattley,Thousand tonnes,0.42
2014,Lithuania,Calve and young cattley,Thousand head (animals),8.51
2014,Lithuania,Calve,Thousand tonnes,0.29
2014,Lithuania,Calve,Thousand head (animals),7.28
2014,Lithuania,Young cattle,Thousand tonnes,0.13
2014,Lithuania,Young cattle,Thousand head (animals),1.24
2014,Lithuania,Adult cattle,Thousand tonnes,38.84
2014,Lithuania,Adult cattle,Thousand head (animals),148.72
2014,Luxembourg,Bovine meat,Thousand tonnes,8.48
2014,Luxembourg,Bovine meat,Thousand head (animals),23.52
2014,Luxembourg,Calve and young cattley,Thousand tonnes,0.16
2014,Luxembourg,Calve and young cattley,Thousand head (animals),0.97
2014,Luxembourg,Calve,Thousand tonnes,0.07
2014,Luxembourg,Calve,Thousand head (animals),0.45
2014,Luxembourg,Young cattle,Thousand tonnes,0.09
2014,Luxembourg,Young cattle,Thousand head (animals),0.52
2014,Luxembourg,Adult cattle,Thousand tonnes,8.32
2014,Luxembourg,Adult cattle,Thousand head (animals),22.55
2014,Hungary,Bovine meat,Thousand tonnes,23.11
2014,Hungary,Bovine meat,Thousand head (animals),91.25
2014,Hungary,Calve and young cattley,Thousand tonnes,0.6
2014,Hungary,Calve and young cattley,Thousand head (animals),5.21
2014,Hungary,Calve,Thousand tonnes,0.21
2014,Hungary,Calve,Thousand head (animals),2.09
2014,Hungary,Young cattle,Thousand tonnes,0.39
2014,Hungary,Young cattle,Thousand head (animals),3.11
2014,Hungary,Adult cattle,Thousand tonnes,22.52
2014,Hungary,Adult cattle,Thousand head (animals),86.04
2014,Malta,Bovine meat,Thousand tonnes,1.13
2014,Malta,Bovine meat,Thousand head (animals),4.09
2014,Malta,Calve and young cattley,Thousand tonnes,0
2014,Malta,Calve and young cattley,Thousand head (animals),0
2014,Malta,Calve,Thousand tonnes,0
2014,Malta,Calve,Thousand head (animals),0
2014,Malta,Young cattle,Thousand tonnes,0
2014,Malta,Young cattle,Thousand head (animals),0
2014,Malta,Adult cattle,Thousand tonnes,1.13
2014,Malta,Adult cattle,Thousand head (animals),4.08
2014,Netherlands,Bovine meat,Thousand tonnes,376.18
2014,Netherlands,Bovine meat,Thousand head (animals),1958.18
2014,Netherlands,Calve and young cattley,Thousand tonnes,217.21
2014,Netherlands,Calve and young cattley,Thousand head (animals),1432.93
2014,Netherlands,Calve,Thousand tonnes,182.99
2014,Netherlands,Calve,Thousand head (animals),1254.06
2014,Netherlands,Young cattle,Thousand tonnes,34.22
2014,Netherlands,Young cattle,Thousand head (animals),178.87
2014,Netherlands,Adult cattle,Thousand tonnes,158.97
2014,Netherlands,Adult cattle,Thousand head (animals),525.26
2014,Austria,Bovine meat,Thousand tonnes,221.64
2014,Austria,Bovine meat,Thousand head (animals),675.91
2014,Austria,Calve and young cattley,Thousand tonnes,6.87
2014,Austria,Calve and young cattley,Thousand head (animals),67.2
2014,Austria,Calve,Thousand tonnes,6.87
2014,Austria,Calve,Thousand head (animals),67.2
2014,Austria,Young cattle,Thousand tonnes,0
2014,Austria,Young cattle,Thousand head (animals),0
2014,Austria,Adult cattle,Thousand tonnes,214.77
2014,Austria,Adult cattle,Thousand head (animals),608.7
2014,Poland,Bovine meat,Thousand tonnes,412.66
2014,Poland,Bovine meat,Thousand head (animals),1513.92
2014,Poland,Calve and young cattley,Thousand tonnes,3.59
2014,Poland,Calve and young cattley,Thousand head (animals),72.1
2014,Poland,Calve,Thousand tonnes,3.25
2014,Poland,Calve,Thousand head (animals),69.26
2014,Poland,Young cattle,Thousand tonnes,0.34
2014,Poland,Young cattle,Thousand head (animals),2.84
2014,Poland,Adult cattle,Thousand tonnes,409.08
2014,Poland,Adult cattle,Thousand head (animals),1441.82
2014,Portugal,Bovine meat,Thousand tonnes,79.84
2014,Portugal,Bovine meat,Thousand head (animals),341.13
2014,Portugal,Calve and young cattley,Thousand tonnes,19.92
2014,Portugal,Calve and young cattley,Thousand head (animals),121.16
2014,Portugal,Calve,Thousand tonnes,7.37
2014,Portugal,Calve,Thousand head (animals),53.58
2014,Portugal,Young cattle,Thousand tonnes,12.55
2014,Portugal,Young cattle,Thousand head (animals),67.58
2014,Portugal,Adult cattle,Thousand tonnes,59.92
2014,Portugal,Adult cattle,Thousand head (animals),219.97
2014,Romania,Bovine meat,Thousand tonnes,29.2
2014,Romania,Bovine meat,Thousand head (animals),136.35
2014,Romania,Calve and young cattley,Thousand tonnes,6.46
2014,Romania,Calve and young cattley,Thousand head (animals),38.3
2014,Romania,Calve,Thousand tonnes,1.2
2014,Romania,Calve,Thousand head (animals),11.38
2014,Romania,Young cattle,Thousand tonnes,5.26
2014,Romania,Young cattle,Thousand head (animals),26.92
2014,Romania,Adult cattle,Thousand tonnes,22.74
2014,Romania,Adult cattle,Thousand head (animals),98.05
2014,Slovenia,Bovine meat,Thousand tonnes,31.57
2014,Slovenia,Bovine meat,Thousand head (animals),108.39
2014,Slovenia,Calve and young cattley,Thousand tonnes,1.78
2014,Slovenia,Calve and young cattley,Thousand head (animals),17.14
2014,Slovenia,Calve,Thousand tonnes,1.44
2014,Slovenia,Calve,Thousand head (animals),14.86
2014,Slovenia,Young cattle,Thousand tonnes,0.34
2014,Slovenia,Young cattle,Thousand head (animals),2.28
2014,Slovenia,Adult cattle,Thousand tonnes,29.79
2014,Slovenia,Adult cattle,Thousand head (animals),91.25
2014,Slovakia,Bovine meat,Thousand tonnes,8.83
2014,Slovakia,Bovine meat,Thousand head (animals),33.77
2014,Slovakia,Calve and young cattley,Thousand tonnes,0.1
2014,Slovakia,Calve and young cattley,Thousand head (animals),1.68
2014,Slovakia,Calve,Thousand tonnes,0.07
2014,Slovakia,Calve,Thousand head (animals),1.39
2014,Slovakia,Young cattle,Thousand tonnes,0.03
2014,Slovakia,Young cattle,Thousand head (animals),0.3
2014,Slovakia,Adult cattle,Thousand tonnes,8.73
2014,Slovakia,Adult cattle,Thousand head (animals),32.08
2014,Finland,Bovine meat,Thousand tonnes,82.32
2014,Finland,Bovine meat,Thousand head (animals),270.31
2014,Finland,Calve and young cattley,Thousand tonnes,0.37
2014,Finland,Calve and young cattley,Thousand head (animals),3.15
2014,Finland,Calve,Thousand tonnes,0.1
2014,Finland,Calve,Thousand head (animals),1.33
2014,Finland,Young cattle,Thousand tonnes,0.27
2014,Finland,Young cattle,Thousand head (animals),1.83
2014,Finland,Adult cattle,Thousand tonnes,81.95
2014,Finland,Adult cattle,Thousand head (animals),267.15
2014,Sweden,Bovine meat,Thousand tonnes,141.95
2014,Sweden,Bovine meat,Thousand head (animals),467.77
2014,Sweden,Calve and young cattley,Thousand tonnes,14.41
2014,Sweden,Calve and young cattley,Thousand head (animals),62.66
2014,Sweden,Calve,Thousand tonnes,4.06
2014,Sweden,Calve,Thousand head (animals),25.7
2014,Sweden,Young cattle,Thousand tonnes,10.34
2014,Sweden,Young cattle,Thousand head (animals),36.95
2014,Sweden,Adult cattle,Thousand tonnes,127.55
2014,Sweden,Adult cattle,Thousand head (animals),405.12
2014,United Kingdom,Bovine meat,Thousand tonnes,877.58
2014,United Kingdom,Bovine meat,Thousand head (animals),2670.13
2014,United Kingdom,Calve and young cattley,Thousand tonnes,5.24
2014,United Kingdom,Calve and young cattley,Thousand head (animals),112.41
2014,United Kingdom,Calve,Thousand tonnes,3.42
2014,United Kingdom,Calve,Thousand head (animals),100.2
2014,United Kingdom,Young cattle,Thousand tonnes,1.82
2014,United Kingdom,Young cattle,Thousand head (animals),12.21
2014,United Kingdom,Adult cattle,Thousand tonnes,872.34
2014,United Kingdom,Adult cattle,Thousand head (animals),2557.72
2014,Iceland,Bovine meat,Thousand tonnes,3.7
2014,Iceland,Bovine meat,Thousand head (animals),17.6
2014,Iceland,Calve and young cattley,Thousand tonnes,0
2014,Iceland,Calve and young cattley,Thousand head (animals),1.6
2014,Iceland,Calve,Thousand tonnes,0
2014,Iceland,Calve,Thousand head (animals),1.6
2014,Iceland,Young cattle,Thousand tonnes,0
2014,Iceland,Young cattle,Thousand head (animals),0
2014,Iceland,Adult cattle,Thousand tonnes,3.7
2014,Iceland,Adult cattle,Thousand head (animals),16
2014,Switzerland,Bovine meat,Thousand tonnes,0
2014,Switzerland,Bovine meat,Thousand head (animals),0
2014,Switzerland,Calve and young cattley,Thousand tonnes,0
2014,Switzerland,Calve and young cattley,Thousand head (animals),0
2014,Switzerland,Calve,Thousand tonnes,0
2014,Switzerland,Calve,Thousand head (animals),0
2014,Switzerland,Young cattle,Thousand tonnes,0
2014,Switzerland,Young cattle,Thousand head (animals),0
2014,Switzerland,Adult cattle,Thousand tonnes,0
2014,Switzerland,Adult cattle,Thousand head (animals),0
2014,Montenegro,Bovine meat,Thousand tonnes,3.87
2014,Montenegro,Bovine meat,Thousand head (animals),23.25
2014,Montenegro,Calve and young cattley,Thousand tonnes,2.7
2014,Montenegro,Calve and young cattley,Thousand head (animals),18.27
2014,Montenegro,Calve,Thousand tonnes,0.93
2014,Montenegro,Calve,Thousand head (animals),10.93
2014,Montenegro,Young cattle,Thousand tonnes,1.77
2014,Montenegro,Young cattle,Thousand head (animals),7.34
2014,Montenegro,Adult cattle,Thousand tonnes,1.17
2014,Montenegro,Adult cattle,Thousand head (animals),4.98
2014,Albania,Bovine meat,Thousand tonnes,0
2014,Albania,Bovine meat,Thousand head (animals),0
2014,Albania,Calve and young cattley,Thousand tonnes,0
2014,Albania,Calve and young cattley,Thousand head (animals),0
2014,Albania,Calve,Thousand tonnes,0
2014,Albania,Calve,Thousand head (animals),0
2014,Albania,Young cattle,Thousand tonnes,0
2014,Albania,Young cattle,Thousand head (animals),0
2014,Albania,Adult cattle,Thousand tonnes,0
2014,Albania,Adult cattle,Thousand head (animals),0
2014,Serbia,Bovine meat,Thousand tonnes,36.85
2014,Serbia,Bovine meat,Thousand head (animals),151.04
2014,Serbia,Calve and young cattley,Thousand tonnes,3.16
2014,Serbia,Calve and young cattley,Thousand head (animals),21.3
2014,Serbia,Calve,Thousand tonnes,1.21
2014,Serbia,Calve,Thousand head (animals),13.78
2014,Serbia,Young cattle,Thousand tonnes,1.95
2014,Serbia,Young cattle,Thousand head (animals),7.52
2014,Serbia,Adult cattle,Thousand tonnes,33.69
2014,Serbia,Adult cattle,Thousand head (animals),129.74
2014,Turkey,Bovine meat,Thousand tonnes,0
2014,Turkey,Bovine meat,Thousand head (animals),0
2014,Turkey,Calve and young cattley,Thousand tonnes,0
2014,Turkey,Calve and young cattley,Thousand head (animals),0
2014,Turkey,Calve,Thousand tonnes,0
2014,Turkey,Calve,Thousand head (animals),0
2014,Turkey,Young cattle,Thousand tonnes,0
2014,Turkey,Young cattle,Thousand head (animals),0
2014,Turkey,Adult cattle,Thousand tonnes,0
2014,Turkey,Adult cattle,Thousand head (animals),0
2014,Bosnia and Herzegovina,Bovine meat,Thousand tonnes,0
2014,Bosnia and Herzegovina,Bovine meat,Thousand head (animals),0
2014,Bosnia and Herzegovina,Calve and young cattley,Thousand tonnes,0
2014,Bosnia and Herzegovina,Calve and young cattley,Thousand head (animals),0
2014,Bosnia and Herzegovina,Calve,Thousand tonnes,0
2014,Bosnia and Herzegovina,Calve,Thousand head (animals),0
2014,Bosnia and Herzegovina,Young cattle,Thousand tonnes,0
2014,Bosnia and Herzegovina,Young cattle,Thousand head (animals),0
2014,Bosnia and Herzegovina,Adult cattle,Thousand tonnes,0
2014,Bosnia and Herzegovina,Adult cattle,Thousand head (animals),0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand tonnes,0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand head (animals),0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand tonnes,0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand head (animals),0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand tonnes,0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand head (animals),0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand tonnes,0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand head (animals),0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand tonnes,0
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand head (animals),0
2015,European Union (28 countries),Bovine meat,Thousand tonnes,7590.34
2015,European Union (28 countries),Bovine meat,Thousand head (animals),25752.34
2015,European Union (28 countries),Calve and young cattley,Thousand tonnes,987.74
2015,European Union (28 countries),Calve and young cattley,Thousand head (animals),6029.1
2015,European Union (28 countries),Calve,Thousand tonnes,614.69
2015,European Union (28 countries),Calve,Thousand head (animals),4362.5
2015,European Union (28 countries),Young cattle,Thousand tonnes,373.04
2015,European Union (28 countries),Young cattle,Thousand head (animals),1666.6
2015,European Union (28 countries),Adult cattle,Thousand tonnes,6602.61
2015,European Union (28 countries),Adult cattle,Thousand head (animals),19723.24
2015,European Union (27 countries),Bovine meat,Thousand tonnes,7548.09
2015,European Union (27 countries),Bovine meat,Thousand head (animals),25569.94
2015,European Union (27 countries),Calve and young cattley,Thousand tonnes,982.98
2015,European Union (27 countries),Calve and young cattley,Thousand head (animals),5971.2
2015,European Union (27 countries),Calve,Thousand tonnes,610.49
2015,European Union (27 countries),Calve,Thousand head (animals),4308.2
2015,European Union (27 countries),Young cattle,Thousand tonnes,372.49
2015,European Union (27 countries),Young cattle,Thousand head (animals),1663
2015,European Union (27 countries),Adult cattle,Thousand tonnes,6565.11
2015,European Union (27 countries),Adult cattle,Thousand head (animals),19598.74
2015,European Union (25 countries),Bovine meat,Thousand tonnes,7498.33
2015,European Union (25 countries),Bovine meat,Thousand head (animals),25336.58
2015,European Union (25 countries),Calve and young cattley,Thousand tonnes,972.81
2015,European Union (25 countries),Calve and young cattley,Thousand head (animals),5913.34
2015,European Union (25 countries),Calve,Thousand tonnes,608.82
2015,European Union (25 countries),Calve,Thousand head (animals),4293.07
2015,European Union (25 countries),Young cattle,Thousand tonnes,364
2015,European Union (25 countries),Young cattle,Thousand head (animals),1620.28
2015,European Union (25 countries),Adult cattle,Thousand tonnes,6525.51
2015,European Union (25 countries),Adult cattle,Thousand head (animals),19423.24
2015,European Union (15 countries),Bovine meat,Thousand tonnes,6813.49
2015,European Union (15 countries),Bovine meat,Thousand head (animals),22862.79
2015,European Union (15 countries),Calve and young cattley,Thousand tonnes,963.63
2015,European Union (15 countries),Calve and young cattley,Thousand head (animals),5780.18
2015,European Union (15 countries),Calve,Thousand tonnes,602.73
