year,country,crop,area
2015,Switzerland,Rice Japonica,0
2015,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),5.02
2015,Switzerland,Field peas,4.36
2015,Switzerland,Broad and field beans,0.56
2015,Switzerland,Sweet lupins,0.11
2015,Switzerland,Other dry pulses and protein crops n.e.c.,0.06
2015,Switzerland,Root crops,20.28
2015,Switzerland,Potatoes (including seed potatoes),10.88
2015,Switzerland,Sugar beet (excluding seed),19.75
2015,Switzerland,Other root crops n.e.c.,0.53
2015,Switzerland,Industrial crops,30.84
2015,Switzerland,Oilseeds,29.9
2015,Switzerland,"Rape, turnip rape, sunflower seeds and soya",29.72
2015,Switzerland,Rape and turnip rape seeds,23.43
2015,Switzerland,Winter rape and turnip rape seeds,23.32
2015,Switzerland,Spring rape and turnip rape seeds,0.03
2015,Switzerland,Sunflower seed,4.57
2015,Switzerland,Soya,1.72
2015,Switzerland,Linseed (oilflax),0.12
2015,Switzerland,Cotton seed,0
2015,Switzerland,Other oilseed crops n.e.c.,0.06
2015,Switzerland,Fibre crops,0
2015,Switzerland,Fibre flax,0
2015,Switzerland,Hemp,0
2015,Switzerland,Cotton fibre,0
2015,Switzerland,Other fibre crops n.e.c.,0
2015,Switzerland,Tobacco,0.48
2015,Switzerland,Hops,0.02
2015,Switzerland,"Aromatic, medicinal and culinary plants",0.31
2015,Switzerland,Energy crops n.e.c.,0.14
2015,Switzerland,Other industrial crops n.e.c.,0
2015,Switzerland,Plants harvested green from arable land,171.43
2015,Switzerland,Temporary grasses and grazings,125.54
2015,Switzerland,Leguminous plants harvested green,0
2015,Switzerland,Lucerne,0
2015,Switzerland,Other leguminous plants harvested green n.e.c.,0
2015,Switzerland,Clover and mixtures,0
2015,Switzerland,Green maize,45.89
2015,Switzerland,Other cereals harvested green (excluding green maize),0
2015,Switzerland,Other plants harvested green from arable land n.e.c.,0
2015,Switzerland,Fresh vegetables (including melons) and strawberries,16.45
2015,Switzerland,Fresh vegetables (including melons),0
2015,Switzerland,Brassicas,1.71
2015,Switzerland,Cauliflower and broccoli,1.14
2015,Switzerland,Brussels sprouts,0
2015,Switzerland,Cabbages,0.57
2015,Switzerland,Other brassicas n.e.c,0
2015,Switzerland,Kohlrabi,0
2015,Switzerland,Leafy and stalked vegetables (excluding brassicas),4.93
2015,Switzerland,Leeks,0.39
2015,Switzerland,Celery,0.06
2015,Switzerland,Lettuces,2.15
2015,Switzerland,Lettuces - under glass or high accessible cover,0.14
2015,Switzerland,Endives,0.28
2015,Switzerland,Spinach,1.03
2015,Switzerland,Asparagus,0.37
2015,Switzerland,Chicory,0.65
2015,Switzerland,Chicory for fresh consumption,0.65
2015,Switzerland,Chicory for processing,0
2015,Switzerland,Artichokes,0
2015,Switzerland,Other leafy or stalked vegetables n.e.c.,0
2015,Switzerland,Vegetables cultivated for fruit (including melons),0.62
2015,Switzerland,Tomatoes,0.19
2015,Switzerland,Tomatoes for fresh consumption,0.19
2015,Switzerland,Tomatoes for processing,0
2015,Switzerland,Tomatoes - under glass or high accessible cover,0.18
2015,Switzerland,Cucumbers,0.08
2015,Switzerland,Cucumbers - under glass or high accessible cover,0.08
2015,Switzerland,Gherkins,0
2015,Switzerland,Eggplants,0.03
2015,Switzerland,Courgettes and marrows,0.28
2015,Switzerland,Gourds and pumpkins,0
2015,Switzerland,Muskmelons,0
2015,Switzerland,Watermelons,0
2015,Switzerland,Peppers (capsicum),0.02
2015,Switzerland,Peppers (capsicum) - under glass or high accessible cover,0.02
2015,Switzerland,Other vegetables cultivated for fruit n.e.c.,0
2015,Switzerland,"Root, tuber and bulb vegetables",0
2015,Switzerland,Carrots,1.92
2015,Switzerland,Onions,0.97
2015,Switzerland,Shallots,0.02
2015,Switzerland,Beetroot,0
2015,Switzerland,Celeriac,0.28
2015,Switzerland,Radishes,0.19
2015,Switzerland,Garlic,0.02
2015,Switzerland,"Other root, tuber and bulb vegetables n.e.c.",0
2015,Switzerland,Fresh pulses,2.39
2015,Switzerland,Fresh peas,0.99
2015,Switzerland,Fresh beans,1.4
2015,Switzerland,Other fresh pulses n.e.c.,0
2015,Switzerland,Other fresh vegetables n.e.c.,0
2015,Switzerland,Strawberries,0.5
2015,Switzerland,Strawberries - under glass or high accesible cover,0.15
2015,Switzerland,Flowers and ornamental plants (excluding nurseries),0
2015,Switzerland,Seeds and seedlings,0
2015,Switzerland,Other arable land crops n.e.c.,0
2015,Switzerland,Fallow land,0
2015,Switzerland,Permanent grassland,0
2015,Switzerland,Permanent crops,0
2015,Switzerland,Permanent crops for human consumption including those from kitchen gardens,0
2015,Switzerland,Permanent crops for human consumption,25.39
2015,Switzerland,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",3.41
2015,Switzerland,Pome fruits,4.62
2015,Switzerland,Apples,3.86
2015,Switzerland,Apples for fresh consumption,0
2015,Switzerland,Apples for processing,0
2015,Switzerland,Pears,0.75
2015,Switzerland,Pears for fresh consumption,0
2015,Switzerland,Pears for processing,0
2015,Switzerland,Other pome fruits n.e.c.,0
2015,Switzerland,Stone fruits,1.62
2015,Switzerland,Peaches and nectarines,0
2015,Switzerland,Peaches,0
2015,Switzerland,Nectarines,0
2015,Switzerland,Peaches and nectarines for processing,0
2015,Switzerland,Apricots,0.71
2015,Switzerland,Cherries,0.58
2015,Switzerland,Sour cherries,0
2015,Switzerland,Sweet cherries,0
2015,Switzerland,Plums,0.33
2015,Switzerland,Other stone fruits n.e.c,0
2015,Switzerland,Fruits from subtropical and tropical climate zones,0.02
2015,Switzerland,Figs,0
2015,Switzerland,Kiwis,0.02
2015,Switzerland,Avocados,0
2015,Switzerland,Bananas,0
2015,Switzerland,Other fruits from subtropical and tropical climate zones n.e.c.,0
2015,Switzerland,Berries (excluding strawberries),0.16
2015,Switzerland,Currants,0
2015,Switzerland,Blackcurrants,0
2015,Switzerland,Redcurrants,0
2015,Switzerland,Raspberries,0.16
2015,Switzerland,Blueberries,0
2015,Switzerland,Other berries n.e.c.,0
2015,Switzerland,Gooseberries,0
2015,Switzerland,Nuts,0
2015,Switzerland,Walnuts,0
2015,Switzerland,Hazelnuts,0
2015,Switzerland,Almonds,0
2015,Switzerland,Chestnuts,0
2015,Switzerland,Other nuts n.e.c.,0
2015,Switzerland,Citrus fruits,0
2015,Switzerland,Oranges,0
2015,Switzerland,Navel oranges,0
2015,Switzerland,White oranges (blancas),0
2015,Switzerland,Blood oranges (sanguines),0
2015,Switzerland,Others oranges n.e.c,0
2015,Switzerland,Small citrus fruits,0
2015,Switzerland,Satsumas,0
2015,Switzerland,Clementines,0
2015,Switzerland,Other small citrus fruits (including hybrids) n.e.c.,0
2015,Switzerland,Lemons and acid limes,0
2015,Switzerland,Yellow lemons,0
2015,Switzerland,Acid limes,0
2015,Switzerland,Pomelos and grapefruit,0
2015,Switzerland,Other citrus fruits n.e.c.,0
2015,Switzerland,Grapes,14.81
2015,Switzerland,Grapes for wines,14.8
2015,Switzerland,Grapes for wines with protected designation of origin (PDO),0
2015,Switzerland,Grapes for wines with protected geographical indication (PGI),0
2015,Switzerland,Grapes for other wines n.e.c. (without PDO/PGI),0
2015,Switzerland,Grapes for table use,0
2015,Switzerland,Grapes for raisins,0
2015,Switzerland,Grapes for other purposes n.e.c.,0
2015,Switzerland,Olives,0
2015,Switzerland,Olives for table use,0
2015,Switzerland,Olives for oil,0
2015,Switzerland,Other permanent crops for human consumption n.e.c.,0
2015,Switzerland,Nurseries,0
2015,Switzerland,Other permanent crops,0
2015,Switzerland,Kitchen gardens,0
2015,Switzerland,Cultivated mushrooms,0
2015,Switzerland,Champignons,0
2015,Switzerland,Other cultivated mushrooms n.e.c.,0
2015,Montenegro,Utilised Agricultural Area,0
2015,Montenegro,Arable land,0
2015,Montenegro,Cereals for the production of grain (including seed),2.3
2015,Montenegro,Cereals (excluding rice) for the production of grain (including seed),2.3
2015,Montenegro,Wheat and spelt,0.74
2015,Montenegro,Common wheat and spelt,0.74
2015,Montenegro,Common winter wheat and spelt,0.62
2015,Montenegro,Common spring wheat and spelt,0
2015,Montenegro,Durum wheat,0
2015,Montenegro,Rye and winter cereal mixtures (maslin),0.18
2015,Montenegro,Rye,0.18
2015,Montenegro,Winter cereal mixtures (maslin),0
2015,Montenegro,Barley,0.37
2015,Montenegro,Winter barley,0
2015,Montenegro,Spring barley,0
2015,Montenegro,Oats and spring cereal mixtures (mixed grain other than maslin),0.2
2015,Montenegro,Oats,0.2
2015,Montenegro,Spring cereal mixtures (mixed grain other than maslin),0
2015,Montenegro,Grain maize and corn-cob-mix,0.63
2015,Montenegro,Triticale,0
2015,Montenegro,Sorghum,0
2015,Montenegro,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2015,Montenegro,Rice,0
2015,Montenegro,Rice Indica,0
2015,Montenegro,Rice Japonica,0
2015,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2015,Montenegro,Field peas,0
2015,Montenegro,Broad and field beans,0
2015,Montenegro,Sweet lupins,0
2015,Montenegro,Other dry pulses and protein crops n.e.c.,0
2015,Montenegro,Root crops,1.62
2015,Montenegro,Potatoes (including seed potatoes),1.62
2015,Montenegro,Sugar beet (excluding seed),0
2015,Montenegro,Other root crops n.e.c.,0
2015,Montenegro,Industrial crops,0
2015,Montenegro,Oilseeds,0
2015,Montenegro,"Rape, turnip rape, sunflower seeds and soya",0
2015,Montenegro,Rape and turnip rape seeds,0
2015,Montenegro,Winter rape and turnip rape seeds,0
2015,Montenegro,Spring rape and turnip rape seeds,0
2015,Montenegro,Sunflower seed,0
2015,Montenegro,Soya,0
2015,Montenegro,Linseed (oilflax),0
2015,Montenegro,Cotton seed,0
2015,Montenegro,Other oilseed crops n.e.c.,0
2015,Montenegro,Fibre crops,0
2015,Montenegro,Fibre flax,0
2015,Montenegro,Hemp,0
2015,Montenegro,Cotton fibre,0
2015,Montenegro,Other fibre crops n.e.c.,0
2015,Montenegro,Tobacco,0
2015,Montenegro,Hops,0
2015,Montenegro,"Aromatic, medicinal and culinary plants",0
2015,Montenegro,Energy crops n.e.c.,0
2015,Montenegro,Other industrial crops n.e.c.,0
2015,Montenegro,Plants harvested green from arable land,1.68
2015,Montenegro,Temporary grasses and grazings,0.7
2015,Montenegro,Leguminous plants harvested green,0.74
2015,Montenegro,Lucerne,0.37
2015,Montenegro,Other leguminous plants harvested green n.e.c.,0.36
2015,Montenegro,Clover and mixtures,0
2015,Montenegro,Green maize,0
2015,Montenegro,Other cereals harvested green (excluding green maize),0
2015,Montenegro,Other plants harvested green from arable land n.e.c.,0
2015,Montenegro,Fresh vegetables (including melons) and strawberries,1.23
2015,Montenegro,Fresh vegetables (including melons),1.2
2015,Montenegro,Brassicas,0
2015,Montenegro,Cauliflower and broccoli,0
2015,Montenegro,Brussels sprouts,0
2015,Montenegro,Cabbages,0
2015,Montenegro,Other brassicas n.e.c,0
2015,Montenegro,Kohlrabi,0
2015,Montenegro,Leafy and stalked vegetables (excluding brassicas),0
2015,Montenegro,Leeks,0
2015,Montenegro,Celery,0
2015,Montenegro,Lettuces,0
2015,Montenegro,Lettuces - under glass or high accessible cover,0
2015,Montenegro,Endives,0
2015,Montenegro,Spinach,0
2015,Montenegro,Asparagus,0
2015,Montenegro,Chicory,0
2015,Montenegro,Chicory for fresh consumption,0
2015,Montenegro,Chicory for processing,0
2015,Montenegro,Artichokes,0
2015,Montenegro,Other leafy or stalked vegetables n.e.c.,0
2015,Montenegro,Vegetables cultivated for fruit (including melons),0.77
2015,Montenegro,Tomatoes,0
2015,Montenegro,Tomatoes for fresh consumption,0
2015,Montenegro,Tomatoes for processing,0
2015,Montenegro,Tomatoes - under glass or high accessible cover,0
2015,Montenegro,Cucumbers,0
2015,Montenegro,Cucumbers - under glass or high accessible cover,0
2015,Montenegro,Gherkins,0
2015,Montenegro,Eggplants,0
2015,Montenegro,Courgettes and marrows,0
2015,Montenegro,Gourds and pumpkins,0
2015,Montenegro,Muskmelons,0
2015,Montenegro,Watermelons,0
2015,Montenegro,Peppers (capsicum),0
2015,Montenegro,Peppers (capsicum) - under glass or high accessible cover,0
2015,Montenegro,Other vegetables cultivated for fruit n.e.c.,0
2015,Montenegro,"Root, tuber and bulb vegetables",0
2015,Montenegro,Carrots,0
2015,Montenegro,Onions,0
2015,Montenegro,Shallots,0
2015,Montenegro,Beetroot,0
2015,Montenegro,Celeriac,0
2015,Montenegro,Radishes,0
2015,Montenegro,Garlic,0
2015,Montenegro,"Other root, tuber and bulb vegetables n.e.c.",0
2015,Montenegro,Fresh pulses,0
2015,Montenegro,Fresh peas,0
2015,Montenegro,Fresh beans,0
2015,Montenegro,Other fresh pulses n.e.c.,0
2015,Montenegro,Other fresh vegetables n.e.c.,0
2015,Montenegro,Strawberries,0
2015,Montenegro,Strawberries - under glass or high accesible cover,0
2015,Montenegro,Flowers and ornamental plants (excluding nurseries),0
2015,Montenegro,Seeds and seedlings,0
2015,Montenegro,Other arable land crops n.e.c.,0
2015,Montenegro,Fallow land,0
2015,Montenegro,Permanent grassland,0
2015,Montenegro,Permanent crops,0
2015,Montenegro,Permanent crops for human consumption including those from kitchen gardens,0
2015,Montenegro,Permanent crops for human consumption,3.6
2015,Montenegro,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0.72
2015,Montenegro,Pome fruits,0.18
2015,Montenegro,Apples,0.14
2015,Montenegro,Apples for fresh consumption,0.14
2015,Montenegro,Apples for processing,0
2015,Montenegro,Pears,0.04
2015,Montenegro,Pears for fresh consumption,0
2015,Montenegro,Pears for processing,0
2015,Montenegro,Other pome fruits n.e.c.,0
2015,Montenegro,Stone fruits,0.36
2015,Montenegro,Peaches and nectarines,0.09
2015,Montenegro,Peaches,0
2015,Montenegro,Nectarines,0
2015,Montenegro,Peaches and nectarines for processing,0
2015,Montenegro,Apricots,0
2015,Montenegro,Cherries,0
2015,Montenegro,Sour cherries,0
2015,Montenegro,Sweet cherries,0
2015,Montenegro,Plums,0.23
2015,Montenegro,Other stone fruits n.e.c,0
2015,Montenegro,Fruits from subtropical and tropical climate zones,0
2015,Montenegro,Figs,0
2015,Montenegro,Kiwis,0
2015,Montenegro,Avocados,0
2015,Montenegro,Bananas,0
2015,Montenegro,Other fruits from subtropical and tropical climate zones n.e.c.,0
2015,Montenegro,Berries (excluding strawberries),0
2015,Montenegro,Currants,0
2015,Montenegro,Blackcurrants,0
2015,Montenegro,Redcurrants,0
2015,Montenegro,Raspberries,0
2015,Montenegro,Blueberries,0
2015,Montenegro,Other berries n.e.c.,0
2015,Montenegro,Gooseberries,0
2015,Montenegro,Nuts,0
2015,Montenegro,Walnuts,0
2015,Montenegro,Hazelnuts,0
2015,Montenegro,Almonds,0
2015,Montenegro,Chestnuts,0
2015,Montenegro,Other nuts n.e.c.,0
2015,Montenegro,Citrus fruits,0.16
2015,Montenegro,Oranges,0
2015,Montenegro,Navel oranges,0
2015,Montenegro,White oranges (blancas),0
2015,Montenegro,Blood oranges (sanguines),0
2015,Montenegro,Others oranges n.e.c,0
2015,Montenegro,Small citrus fruits,0.14
2015,Montenegro,Satsumas,0
2015,Montenegro,Clementines,0
2015,Montenegro,Other small citrus fruits (including hybrids) n.e.c.,0.14
2015,Montenegro,Lemons and acid limes,0
2015,Montenegro,Yellow lemons,0
2015,Montenegro,Acid limes,0
2015,Montenegro,Pomelos and grapefruit,0
2015,Montenegro,Other citrus fruits n.e.c.,0
2015,Montenegro,Grapes,2.63
2015,Montenegro,Grapes for wines,2.44
2015,Montenegro,Grapes for wines with protected designation of origin (PDO),2.44
2015,Montenegro,Grapes for wines with protected geographical indication (PGI),0
2015,Montenegro,Grapes for other wines n.e.c. (without PDO/PGI),0
2015,Montenegro,Grapes for table use,0.2
2015,Montenegro,Grapes for raisins,0
2015,Montenegro,Grapes for other purposes n.e.c.,0
2015,Montenegro,Olives,0.09
2015,Montenegro,Olives for table use,0.01
2015,Montenegro,Olives for oil,0.08
2015,Montenegro,Other permanent crops for human consumption n.e.c.,0
2015,Montenegro,Nurseries,0
2015,Montenegro,Other permanent crops,0
2015,Montenegro,Kitchen gardens,0
2015,Montenegro,Cultivated mushrooms,0
2015,Montenegro,Champignons,0
2015,Montenegro,Other cultivated mushrooms n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Utilised Agricultural Area,0
2015,"Former Yugoslav Republic of Macedonia, the",Arable land,0
2015,"Former Yugoslav Republic of Macedonia, the",Cereals for the production of grain (including seed),159.63
2015,"Former Yugoslav Republic of Macedonia, the",Cereals (excluding rice) for the production of grain (including seed),154.65
2015,"Former Yugoslav Republic of Macedonia, the",Wheat and spelt,73.06
2015,"Former Yugoslav Republic of Macedonia, the",Common wheat and spelt,73.06
2015,"Former Yugoslav Republic of Macedonia, the",Common winter wheat and spelt,0
2015,"Former Yugoslav Republic of Macedonia, the",Common spring wheat and spelt,0
2015,"Former Yugoslav Republic of Macedonia, the",Durum wheat,0
2015,"Former Yugoslav Republic of Macedonia, the",Rye and winter cereal mixtures (maslin),3.76
2015,"Former Yugoslav Republic of Macedonia, the",Rye,3.76
2015,"Former Yugoslav Republic of Macedonia, the",Winter cereal mixtures (maslin),0
2015,"Former Yugoslav Republic of Macedonia, the",Barley,41.16
2015,"Former Yugoslav Republic of Macedonia, the",Winter barley,0
2015,"Former Yugoslav Republic of Macedonia, the",Spring barley,0
2015,"Former Yugoslav Republic of Macedonia, the",Oats and spring cereal mixtures (mixed grain other than maslin),3.07
2015,"Former Yugoslav Republic of Macedonia, the",Oats,3.07
2015,"Former Yugoslav Republic of Macedonia, the",Spring cereal mixtures (mixed grain other than maslin),0
2015,"Former Yugoslav Republic of Macedonia, the",Grain maize and corn-cob-mix,31.65
2015,"Former Yugoslav Republic of Macedonia, the",Triticale,1.82
2015,"Former Yugoslav Republic of Macedonia, the",Sorghum,0
2015,"Former Yugoslav Republic of Macedonia, the","Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",1.95
2015,"Former Yugoslav Republic of Macedonia, the",Rice,4.99
2015,"Former Yugoslav Republic of Macedonia, the",Rice Indica,0
2015,"Former Yugoslav Republic of Macedonia, the",Rice Japonica,0
2015,"Former Yugoslav Republic of Macedonia, the",Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),13.58
2015,"Former Yugoslav Republic of Macedonia, the",Field peas,0
2015,"Former Yugoslav Republic of Macedonia, the",Broad and field beans,13.58
2015,"Former Yugoslav Republic of Macedonia, the",Sweet lupins,0
2015,"Former Yugoslav Republic of Macedonia, the",Other dry pulses and protein crops n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Root crops,13.58
2015,"Former Yugoslav Republic of Macedonia, the",Potatoes (including seed potatoes),13.58
2015,"Former Yugoslav Republic of Macedonia, the",Sugar beet (excluding seed),0
2015,"Former Yugoslav Republic of Macedonia, the",Other root crops n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Industrial crops,23.51
2015,"Former Yugoslav Republic of Macedonia, the",Oilseeds,7.15
2015,"Former Yugoslav Republic of Macedonia, the","Rape, turnip rape, sunflower seeds and soya",7.15
2015,"Former Yugoslav Republic of Macedonia, the",Rape and turnip rape seeds,1.59
2015,"Former Yugoslav Republic of Macedonia, the",Winter rape and turnip rape seeds,0
2015,"Former Yugoslav Republic of Macedonia, the",Spring rape and turnip rape seeds,0
2015,"Former Yugoslav Republic of Macedonia, the",Sunflower seed,5.54
2015,"Former Yugoslav Republic of Macedonia, the",Soya,0.02
2015,"Former Yugoslav Republic of Macedonia, the",Linseed (oilflax),0
2015,"Former Yugoslav Republic of Macedonia, the",Cotton seed,0
2015,"Former Yugoslav Republic of Macedonia, the",Other oilseed crops n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Fibre crops,0
2015,"Former Yugoslav Republic of Macedonia, the",Fibre flax,0
2015,"Former Yugoslav Republic of Macedonia, the",Hemp,0
2015,"Former Yugoslav Republic of Macedonia, the",Cotton fibre,0
2015,"Former Yugoslav Republic of Macedonia, the",Other fibre crops n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Tobacco,16.13
2015,"Former Yugoslav Republic of Macedonia, the",Hops,0
2015,"Former Yugoslav Republic of Macedonia, the","Aromatic, medicinal and culinary plants",0.2
2015,"Former Yugoslav Republic of Macedonia, the",Energy crops n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Other industrial crops n.e.c.,0.03
2015,"Former Yugoslav Republic of Macedonia, the",Plants harvested green from arable land,35.52
2015,"Former Yugoslav Republic of Macedonia, the",Temporary grasses and grazings,4.12
2015,"Former Yugoslav Republic of Macedonia, the",Leguminous plants harvested green,26.35
2015,"Former Yugoslav Republic of Macedonia, the",Lucerne,19.3
2015,"Former Yugoslav Republic of Macedonia, the",Other leguminous plants harvested green n.e.c.,7.05
2015,"Former Yugoslav Republic of Macedonia, the",Clover and mixtures,0
2015,"Former Yugoslav Republic of Macedonia, the",Green maize,5.05
2015,"Former Yugoslav Republic of Macedonia, the",Other cereals harvested green (excluding green maize),0
2015,"Former Yugoslav Republic of Macedonia, the",Other plants harvested green from arable land n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Fresh vegetables (including melons) and strawberries,37.08
2015,"Former Yugoslav Republic of Macedonia, the",Fresh vegetables (including melons),36.24
2015,"Former Yugoslav Republic of Macedonia, the",Brassicas,6.1
2015,"Former Yugoslav Republic of Macedonia, the",Cauliflower and broccoli,0
2015,"Former Yugoslav Republic of Macedonia, the",Brussels sprouts,0
2015,"Former Yugoslav Republic of Macedonia, the",Cabbages,6.1
2015,"Former Yugoslav Republic of Macedonia, the",Other brassicas n.e.c,0
2015,"Former Yugoslav Republic of Macedonia, the",Kohlrabi,0
2015,"Former Yugoslav Republic of Macedonia, the",Leafy and stalked vegetables (excluding brassicas),0
2015,"Former Yugoslav Republic of Macedonia, the",Leeks,0
2015,"Former Yugoslav Republic of Macedonia, the",Celery,0
2015,"Former Yugoslav Republic of Macedonia, the",Lettuces,0
2015,"Former Yugoslav Republic of Macedonia, the",Lettuces - under glass or high accessible cover,0
2015,"Former Yugoslav Republic of Macedonia, the",Endives,0
2015,"Former Yugoslav Republic of Macedonia, the",Spinach,0
2015,"Former Yugoslav Republic of Macedonia, the",Asparagus,0
2015,"Former Yugoslav Republic of Macedonia, the",Chicory,0
2015,"Former Yugoslav Republic of Macedonia, the",Chicory for fresh consumption,0
2015,"Former Yugoslav Republic of Macedonia, the",Chicory for processing,0
2015,"Former Yugoslav Republic of Macedonia, the",Artichokes,0
2015,"Former Yugoslav Republic of Macedonia, the",Other leafy or stalked vegetables n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Vegetables cultivated for fruit (including melons),22.28
2015,"Former Yugoslav Republic of Macedonia, the",Tomatoes,5.64
2015,"Former Yugoslav Republic of Macedonia, the",Tomatoes for fresh consumption,0
2015,"Former Yugoslav Republic of Macedonia, the",Tomatoes for processing,0
2015,"Former Yugoslav Republic of Macedonia, the",Tomatoes - under glass or high accessible cover,0
2015,"Former Yugoslav Republic of Macedonia, the",Cucumbers,1.25
2015,"Former Yugoslav Republic of Macedonia, the",Cucumbers - under glass or high accessible cover,0
2015,"Former Yugoslav Republic of Macedonia, the",Gherkins,0
2015,"Former Yugoslav Republic of Macedonia, the",Eggplants,0
2015,"Former Yugoslav Republic of Macedonia, the",Courgettes and marrows,0
2015,"Former Yugoslav Republic of Macedonia, the",Gourds and pumpkins,1.26
2015,"Former Yugoslav Republic of Macedonia, the",Muskmelons,0
2015,"Former Yugoslav Republic of Macedonia, the",Watermelons,5.51
2015,"Former Yugoslav Republic of Macedonia, the",Peppers (capsicum),8.62
2015,"Former Yugoslav Republic of Macedonia, the",Peppers (capsicum) - under glass or high accessible cover,0
2015,"Former Yugoslav Republic of Macedonia, the",Other vegetables cultivated for fruit n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the","Root, tuber and bulb vegetables",5.05
2015,"Former Yugoslav Republic of Macedonia, the",Carrots,0.47
2015,"Former Yugoslav Republic of Macedonia, the",Onions,3.61
2015,"Former Yugoslav Republic of Macedonia, the",Shallots,0
2015,"Former Yugoslav Republic of Macedonia, the",Beetroot,0
2015,"Former Yugoslav Republic of Macedonia, the",Celeriac,0
2015,"Former Yugoslav Republic of Macedonia, the",Radishes,0
2015,"Former Yugoslav Republic of Macedonia, the",Garlic,0.98
2015,"Former Yugoslav Republic of Macedonia, the","Other root, tuber and bulb vegetables n.e.c.",0
2015,"Former Yugoslav Republic of Macedonia, the",Fresh pulses,1.07
2015,"Former Yugoslav Republic of Macedonia, the",Fresh peas,1.07
2015,"Former Yugoslav Republic of Macedonia, the",Fresh beans,0
2015,"Former Yugoslav Republic of Macedonia, the",Other fresh pulses n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Other fresh vegetables n.e.c.,1.74
2015,"Former Yugoslav Republic of Macedonia, the",Strawberries,0.84
2015,"Former Yugoslav Republic of Macedonia, the",Strawberries - under glass or high accesible cover,0
2015,"Former Yugoslav Republic of Macedonia, the",Flowers and ornamental plants (excluding nurseries),0
2015,"Former Yugoslav Republic of Macedonia, the",Seeds and seedlings,0
2015,"Former Yugoslav Republic of Macedonia, the",Other arable land crops n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Fallow land,0
2015,"Former Yugoslav Republic of Macedonia, the",Permanent grassland,0
2015,"Former Yugoslav Republic of Macedonia, the",Permanent crops,0
2015,"Former Yugoslav Republic of Macedonia, the",Permanent crops for human consumption including those from kitchen gardens,0
2015,"Former Yugoslav Republic of Macedonia, the",Permanent crops for human consumption,39.61
2015,"Former Yugoslav Republic of Macedonia, the","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2015,"Former Yugoslav Republic of Macedonia, the",Pome fruits,0
2015,"Former Yugoslav Republic of Macedonia, the",Apples,0
2015,"Former Yugoslav Republic of Macedonia, the",Apples for fresh consumption,0
2015,"Former Yugoslav Republic of Macedonia, the",Apples for processing,0
2015,"Former Yugoslav Republic of Macedonia, the",Pears,0
2015,"Former Yugoslav Republic of Macedonia, the",Pears for fresh consumption,0
2015,"Former Yugoslav Republic of Macedonia, the",Pears for processing,0
2015,"Former Yugoslav Republic of Macedonia, the",Other pome fruits n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Stone fruits,0
2015,"Former Yugoslav Republic of Macedonia, the",Peaches and nectarines,0
2015,"Former Yugoslav Republic of Macedonia, the",Peaches,0
2015,"Former Yugoslav Republic of Macedonia, the",Nectarines,0
2015,"Former Yugoslav Republic of Macedonia, the",Peaches and nectarines for processing,0
2015,"Former Yugoslav Republic of Macedonia, the",Apricots,0
2015,"Former Yugoslav Republic of Macedonia, the",Cherries,0
2015,"Former Yugoslav Republic of Macedonia, the",Sour cherries,0
2015,"Former Yugoslav Republic of Macedonia, the",Sweet cherries,0
2015,"Former Yugoslav Republic of Macedonia, the",Plums,0
2015,"Former Yugoslav Republic of Macedonia, the",Other stone fruits n.e.c,0
2015,"Former Yugoslav Republic of Macedonia, the",Fruits from subtropical and tropical climate zones,0
2015,"Former Yugoslav Republic of Macedonia, the",Figs,0
2015,"Former Yugoslav Republic of Macedonia, the",Kiwis,0
2015,"Former Yugoslav Republic of Macedonia, the",Avocados,0
2015,"Former Yugoslav Republic of Macedonia, the",Bananas,0
2015,"Former Yugoslav Republic of Macedonia, the",Other fruits from subtropical and tropical climate zones n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Berries (excluding strawberries),0
2015,"Former Yugoslav Republic of Macedonia, the",Currants,0
2015,"Former Yugoslav Republic of Macedonia, the",Blackcurrants,0
2015,"Former Yugoslav Republic of Macedonia, the",Redcurrants,0
